G1,G2,G3,G4,G5,G6
6.7217,6.7293,7.8045862063,12.069317523499999,9.13896298885,12.856
9.04328665579,9.59311579265,8.2632,10.446987782899999,8.96975261847,11.8696632946
9.81557325155,6.51689540405,8.11752244357,10.0195405233,7.582362214430001,10.5227136513
8.8969,10.9100116079,7.966519137969999,10.136581776,6.69635060319,12.521120411199998
8.18892853163,10.027811832100001,8.01824682273,8.7004231847,10.7530337197,11.5686383522
9.49258677843,10.359370775,7.9716,9.92326753089,7.054048497,11.117751009400001
7.9893608144199995,9.67415906035,11.476589868800001,10.3397857036,4.4220117379,12.0952946733
9.077739920339999,10.2191556884,8.75732630873,10.1398618191,7.9931,7.87517897763
7.7176,10.671,10.181000000000001,10.431,6.7068252072300005,11.51
7.76808432344,9.45864732421,8.262804992969999,7.3020665317799995,6.12089791353,11.5885386473
6.90168945834,10.8445202517,8.9991,10.899363089200001,6.24309701056,10.999336675899999
7.539043201669999,10.2928800818,7.1662,10.514000000000001,8.4812,10.9132644697
6.219448407740001,11.0564157926,8.82645856664,9.84920495644,8.53901372458,10.6064653272
6.972054838689999,7.844516490139999,8.32419204344,9.297061622280001,7.5381,9.817213773839999
6.75508578268,8.28237795775,6.2775,8.46407149736,6.7175317297,12.105971083800002
5.4012,8.4614081917,8.40965864727,9.331831704279999,10.2332149017,13.4119054347
5.425063722230001,9.909973057130001,9.390393901160001,10.031296639199999,8.49653877975,10.2750824075
6.055124762309999,8.58408048527,7.7216,9.1995601061,7.3416395109399994,10.5928315685
5.4097445330400005,11.091933915699999,8.2894072483,11.1255291022,11.792390846500002,9.94736724635
6.148119493709999,10.238246625499999,8.31321384127,9.9729,7.8020918988600005,9.603195180930001
6.346437440650001,8.87017574751,10.0209024693,10.806,8.27869570827,11.0342652108
5.95982265723,7.512468659339999,7.064492324430001,10.751548167200001,7.8296,9.6409
5.7965987583,6.7301,9.33894793919,11.7790988003,7.56056893145,9.50243080988
7.47896027166,8.84158971281,7.61998274329,10.2025980676,9.69826092033,11.4015982465
5.72730738197,7.8143038235399995,9.053667455560001,9.370861489,8.09238093368,11.214
4.79481837334,9.59617248798,7.002390775469999,9.66706305424,9.70189488869,10.2725818059
6.24355934128,6.8876489016699995,7.2634,11.904762588299999,7.32503257839,10.1870094722
6.01794821018,9.324987789489999,8.5825,9.92299737013,8.70847919869,14.051498221700001
5.07430162125,8.58086860895,9.27697520172,10.1133201707,10.3023075759,11.889957681099999
6.529473779809999,8.538457654930001,7.21282330719,10.5895132817,8.53997555209,12.1301784753
6.0742,8.14025091068,8.28658633795,10.4168744112,10.366647751,11.1360486762
4.73974162034,5.16649091503,6.7913,9.055147021489999,10.0481613425,11.145527234700001
4.87896753438,9.42486350618,8.235346854189999,12.6660345395,10.232999999999999,11.0277987297
5.3525744602900005,9.265901921260001,8.461607068860001,10.4413566651,5.9281716395,13.840633710699999
5.543937484780001,6.7569,8.53393201583,9.78148928645,8.18592814905,11.6104241675
4.601964622240001,6.179526957389999,9.47770569711,10.101674475700001,7.67544220979,11.306924757100001
4.96691219874,6.28539682253,5.8244016722500005,9.2524716356,9.9175,12.1047512097
4.62974928664,5.58841144007,7.539744487589999,10.362,8.5829656558,10.4997529397
5.37227375773,6.7118,8.3187,10.1113597499,7.2458,9.57514235717
5.5653887981,5.78469703645,9.592242145619998,9.6379,6.896552461160001,10.747
6.34182670191,6.62351334202,8.9852,10.334000000000001,8.43345918504,11.942
6.28681556108,7.491819124319999,9.014104649530001,10.0223458167,7.712547945669999,10.254000000000001
6.1636879043,7.06307099775,7.739511427719999,10.737,6.25552716206,12.2405574277
5.16478491339,5.554221941950001,9.00868649538,10.8678022078,7.4863,13.5646446709
3.9109609208699996,6.217981109839999,8.364691373089999,10.150956292,5.6958767916,12.564
5.01288651141,5.5235,8.23194913762,9.084199475210001,7.8826,12.0145927273
4.93341716452,7.230668821980001,7.8606690313100005,12.158614269100001,7.2381,11.874835782
5.25285098499,5.879095830619999,8.438861936310001,9.11654092795,10.08,13.3154512447
6.48320623888,6.8967044885,8.6936,10.004513538,10.815494743699999,11.509026399300001
5.462095493890001,5.3864,8.92849934396,10.8824030743,7.17664194055,11.350254693699998
5.7576760769,7.3419606064,9.3879,9.854903911460001,6.94703910267,12.4371068726
5.69035744224,4.96384246811,6.4822581460699995,10.3976487025,6.90599679168,13.485265426300002
5.8584055978,5.64036364194,8.6381,10.5846063292,10.1404370304,13.2186771911
4.72904824807,6.508566185009999,10.504166504299999,10.402999999999999,9.263670839169999,12.0764865715
4.9641615376,4.87239223557,11.152999999999999,11.181,7.67975209251,12.357599196199999
6.423581456569999,7.274336900189999,9.856772486639999,10.222999999999999,8.76363974684,12.102094865
4.12492353579,5.79618883543,7.976975096789999,11.188637617100001,6.4372,12.130999999999998
5.2734396942199995,7.14959733732,9.917799831289999,11.222999999999999,5.51794839998,11.207195599999999
5.58526853373,7.28944586962,10.3169948623,10.527906416,5.976848059630001,11.308091128
6.70220796143,5.63703375903,10.167,10.944293274400001,7.78713334227,12.472000000000001
4.13232367173,6.32313034415,8.813038168139999,11.112,8.22331529991,12.5115505987
5.513409558999999,8.2961,9.5268,9.9295,6.9428,11.2273594092
6.895691069660001,7.3287198365699995,8.5131,11.3499595569,8.95185847854,10.668071766799999
7.12331562886,7.98701589232,9.91091476647,12.5503509303,9.1615,9.9589806292
5.8016331588800005,7.0436860817,9.35757929438,11.6961730233,9.4092525091,12.8765114409
6.311547255650001,7.87886557785,8.8231064709,13.6720234045,7.3612,13.1928232955
5.94843820814,6.5957,8.16843805303,10.986770989000002,6.73251347753,11.7885517988
7.3682,5.88997505632,7.34586252625,11.6208918086,8.183030899410001,13.733954306
4.997328732830001,5.792614448639999,8.80847389588,10.6494521916,11.3586218409,9.75406598923
4.84387749488,6.97904317202,7.4994,10.626998864900001,11.3540172105,12.6783311371
4.88205809806,7.084840247919999,8.1937,11.2619000342,9.88998392922,10.1308897833
4.7704,7.37278815156,8.6659,9.24245813139,8.51193549692,8.53319171593
5.009826036590001,5.62974774007,10.062077393400001,12.084000000000001,7.946327510339999,10.252994268
4.8679420406,6.8963145934800005,7.4578,12.2092055225,7.623735738710001,12.078
5.7153,8.399576776369999,9.25388235412,10.9822071294,9.3924,10.707
5.5277125715999995,7.781484761689999,7.762925570639999,10.209,8.76288989309,11.0297603091
4.53617417007,6.72085450705,6.676827879049999,11.0145545152,8.05126821078,10.322000000000001
5.97197719613,7.004164563630001,8.10886948158,10.316322063,7.8862,10.84
7.134109693089999,9.1249,8.2076,9.94274997403,7.79704269165,9.74828126792
7.476218155880001,7.76592571618,7.8466,10.1200594238,8.65644861971,10.7305533302
5.86575176901,7.990735681239999,7.933402141830001,12.262271428699998,5.5857812757000005,14.5057188878
5.86452944409,7.672319849299999,8.67298442273,11.512977734300001,7.9098536286300005,11.7367274484
6.7137,6.666354686419999,7.43,10.5376183607,6.6873886778100005,10.8114743189
6.5179,8.16882346535,9.25377401544,11.402905004700001,7.985099873010001,11.277894735699999
4.64703757708,9.142565958739999,7.65449787258,9.1850451908,7.11589774415,11.9589445495
7.25777911896,7.95105698459,7.4994,10.339716937,10.5328165796,11.7722989051
5.7574,7.5497,9.31731058277,9.012757866900001,7.533386710369999,11.7404719531
6.320932694330001,9.56749150129,7.132638355039999,11.0395201144,7.304719156860001,12.1759438753
5.96281628744,8.80614117616,7.43418883038,7.97300420855,5.27865298586,7.7397
4.9684,12.1929341125,8.3187,7.720370838119999,7.81725578897,9.23926047582
7.2531,8.715664949489998,7.373544172510001,7.916,5.78955660209,13.0452775367
6.7854034384,8.575260195730001,7.0551,10.2101961587,8.06461117488,10.926249106099998
8.678866431989999,7.7642894292600015,7.44622479866,11.6381101797,8.90226248798,13.3431868828
7.0624,5.741058084800001,8.22345716153,12.3031945619,7.65247554502,10.735
7.608350431639999,6.312668346590001,7.7819659302,11.441678536400001,11.678178583800001,11.14695329
7.492068884289999,5.432285619,6.8468,11.112085433499999,8.48849770083,11.6444524076
5.82464395112,8.451322505510001,5.79910919739,9.86,8.59611823119,14.9090740308
7.74647864033,8.28732596002,8.2215,11.1527320677,7.933071293789999,12.7982827829
7.43853014675,6.5486213241,8.64932487463,11.431,7.2895,12.5803015533
6.48075704865,6.64769442819,9.68225646128,10.288514322000001,7.5041908918499995,12.37
7.4886564709800005,6.60772840338,8.595057084139999,9.4851,7.423368742389999,11.977192988599999
8.37350026555,6.1779,8.9852,9.50138706442,6.21995732587,13.177237953699999
8.668385003210002,6.50718356035,9.13421010851,8.09653705758,10.4837891501,12.8874499371
7.9716275062,6.897175764710001,9.7351,9.4281400421,7.10666268815,10.9914165052
5.77084513561,7.8191192670800005,10.5041432135,8.731037043510002,7.83632671575,12.048503661700002
5.7839,5.053999999999999,9.8045,11.8149801808,10.0296817293,13.451504233800001
4.6658,6.8771,7.364071195610001,10.8672740039,7.43197417555,12.8221428032
6.82312713207,5.9488538883899995,10.0053808006,10.740943401800001,9.5617682748,11.4229848669
6.78057860171,8.434848759349999,9.21333868143,10.5397068564,9.07578420857,10.9477100262
6.75796726314,7.42119161474,9.44527929893,12.306,8.92503494744,12.001433828699998
7.5089062662899995,7.145565659489999,10.1763973443,10.7805581665,6.79002986424,12.693187344000002
5.9221614870099994,5.933002568200001,8.95086430052,10.6218905492,3.8008851609500005,10.449000000000002
8.382639278600001,6.762068489380001,10.1655358935,11.7641364425,8.30251605248,11.611156855
